id,first_name,last_name,email,gender,part_time_job,absence_days,extracurricular_activities,weekly_self_study_hours,career_aspiration,math_score,history_score,physics_score,chemistry_score,biology_score,english_score,geography_score,Total_Score,Performance_Category
716,5,408,715,1,False,2,False,22,10,72,72,85,90,75,94,65,1711,High
717,34,409,716,0,False,3,False,16,5,98,89,75,68,87,69,96,1731,High
718,91,309,717,1,False,2,False,11,4,71,98,66,65,78,81,82,1585,High
719,5,169,718,1,False,3,False,35,5,99,95,89,90,95,98,99,1596,High
720,33,83,719,0,False,1,False,25,15,97,67,86,95,65,91,76,1420,High
721,244,227,720,1,False,9,False,5,7,85,64,99,93,89,61,67,1527,High
722,109,83,721,0,False,2,True,35,4,100,88,98,90,93,95,98,1508,High
723,75,410,722,0,False,4,False,15,9,89,63,73,83,74,91,83,1716,High
724,298,99,723,0,False,4,True,21,9,76,87,63,92,93,87,88,1443,High
725,148,123,724,1,False,2,False,3,12,100,68,80,75,85,82,85,1440,High
726,182,411,725,1,False,1,False,1,16,77,99,99,76,70,80,90,1746,High
727,299,412,726,1,False,1,False,32,5,85,86,84,81,92,84,93,1782,High
728,289,106,727,0,False,6,True,25,0,70,83,63,86,97,88,79,1431,High
729,160,8,728,1,False,9,False,26,0,76,83,90,68,96,94,87,1366,High
730,153,22,729,1,True,7,False,34,0,75,82,89,65,85,89,81,1360,High
731,262,241,730,0,False,2,True,25,15,97,65,96,87,87,95,100,1641,High
732,283,13,731,0,True,10,False,3,7,72,81,61,73,96,72,86,1306,High
733,300,6,732,0,True,3,False,12,15,84,69,68,92,86,67,73,1308,High
734,219,413,733,0,False,1,False,25,4,84,94,65,74,92,81,79,1745,High
735,34,325,734,0,False,6,False,50,1,94,87,99,99,86,86,85,1752,High
736,92,414,735,1,False,7,False,15,12,80,91,100,87,87,94,100,1823,High
737,301,415,736,1,False,0,False,34,5,87,98,79,87,92,80,93,1807,High
738,171,318,737,1,False,6,False,27,15,93,94,87,92,99,93,88,1750,High
739,190,416,738,1,False,1,False,5,14,87,69,96,61,72,78,99,1737,High
740,80,164,739,0,False,10,True,0,7,64,51,70,94,86,65,80,1431,High
741,117,44,740,0,False,5,False,15,5,96,73,91,71,72,74,76,1362,High
742,302,34,741,1,False,2,True,31,8,97,62,93,80,96,94,67,1407,High
743,28,10,742,1,False,6,False,0,3,62,79,75,65,71,75,93,1282,High
744,75,417,743,0,True,1,False,5,7,97,79,96,94,59,83,64,1746,High
745,89,28,744,0,False,3,False,35,5,85,100,90,93,94,97,98,1472,High
746,80,295,745,0,False,0,False,27,4,68,95,66,65,89,84,100,1638,High
747,165,376,746,1,True,7,False,1,7,45,68,99,91,88,63,61,1654,High
748,280,418,747,0,True,6,False,2,7,86,79,86,73,53,84,79,1721,High
749,182,8,748,1,False,10,False,34,5,97,94,73,98,87,97,98,1450,High
750,106,419,749,0,True,2,True,18,5,93,67,65,61,61,96,65,1703,High
751,40,345,750,0,False,1,False,14,5,85,93,75,72,84,63,63,1650,High
752,18,83,751,1,False,1,False,6,12,88,88,98,92,71,66,90,1447,High
753,58,88,752,0,False,5,True,2,3,100,67,98,71,92,79,99,1457,High
754,303,186,753,0,False,2,False,19,5,93,74,88,92,77,89,96,1574,High
755,32,420,754,1,False,1,False,1,3,70,63,73,97,63,61,90,1697,High
756,203,124,755,1,False,2,False,13,9,82,67,94,88,86,89,98,1508,High
757,304,421,756,1,True,8,False,3,7,41,76,94,93,79,84,96,1760,High
758,305,384,757,0,False,2,False,21,9,94,74,74,89,67,93,96,1760,High
759,306,153,758,1,True,2,False,29,12,67,69,75,94,98,80,74,1513,High
760,270,422,759,1,False,0,True,11,2,89,75,64,81,66,82,92,1745,High
761,62,6,760,0,False,3,False,23,1,82,82,100,93,91,61,83,1385,High
762,36,423,761,0,True,2,False,30,5,96,79,93,92,92,71,87,1832,High
763,307,157,762,1,False,1,False,13,11,94,84,84,89,52,97,76,1521,High
764,308,46,763,0,False,4,False,19,13,84,65,83,99,86,75,67,1404,High
765,215,34,764,1,False,5,False,33,5,87,98,97,70,80,67,82,1423,High
766,34,424,765,0,False,2,False,21,5,90,93,66,77,72,82,82,1779,High
767,140,425,766,1,False,7,False,31,8,86,81,91,83,97,83,80,1839,High
768,116,314,767,0,False,6,False,3,7,48,72,64,65,64,55,79,1544,High
769,309,180,768,1,True,7,False,3,7,49,59,99,59,75,54,70,1432,High
770,75,426,769,0,True,0,False,30,4,90,83,72,77,99,84,67,1802,High
771,212,8,770,1,True,5,True,1,7,40,51,93,100,76,60,99,1313,High
772,310,427,771,1,False,0,True,8,4,78,81,71,91,79,79,75,1766,High
773,56,428,772,0,False,2,False,29,5,87,68,75,96,91,72,78,1803,High
774,178,429,773,1,False,2,False,18,11,79,81,68,70,60,65,71,1728,High
775,12,430,774,1,False,6,True,4,14,100,100,94,83,62,92,71,1832,High
776,311,431,775,1,False,1,False,10,4,71,72,65,65,65,67,97,1724,High
777,178,145,776,1,False,2,False,32,9,77,64,69,60,92,76,74,1477,High
778,312,132,777,1,False,1,False,32,0,83,84,96,96,79,80,81,1542,High
779,22,162,778,0,False,2,True,16,5,96,79,80,71,67,76,63,1496,High
780,253,432,779,0,False,6,False,35,4,91,96,100,95,100,94,95,1927,High
781,313,433,780,1,False,8,False,2,7,71,69,95,83,90,93,89,1821,High
782,270,282,781,1,False,3,False,27,4,84,80,75,63,71,86,63,1620,High
783,314,434,782,0,False,3,False,28,5,91,61,61,85,64,76,88,1778,High
784,61,195,783,0,False,2,False,2,16,59,65,72,60,94,63,75,1486,High
785,25,259,784,0,False,3,False,42,1,89,90,91,95,87,92,96,1729,High
786,74,229,785,0,False,7,False,31,9,81,92,68,93,69,78,89,1631,High
787,110,435,786,0,False,3,False,15,11,77,84,86,97,90,83,92,1859,High
788,267,436,787,0,False,7,False,1,7,72,58,73,57,67,88,70,1723,High
789,315,437,788,1,False,5,False,10,6,91,63,78,93,76,76,90,1814,High
790,176,10,789,1,False,5,False,40,1,88,100,94,91,85,91,88,1483,High
791,257,438,790,0,False,8,False,40,1,94,88,99,92,98,85,95,1928,High
792,316,439,791,1,False,0,False,8,16,67,72,98,65,61,87,89,1794,High
793,5,354,792,1,False,2,False,22,4,88,86,82,89,81,61,83,1745,High
794,317,119,793,1,False,3,False,21,4,67,67,62,80,61,61,82,1421,High
795,318,440,794,0,False,7,False,31,0,95,87,96,97,83,93,88,1911,High
796,319,441,795,0,False,1,False,10,2,96,91,78,94,81,88,86,1863,High
797,32,120,796,1,False,3,True,35,9,87,99,99,100,98,96,94,1638,High
798,34,24,797,0,False,3,False,14,9,85,88,85,92,96,81,95,1469,High
799,240,88,798,0,False,2,False,7,2,88,85,100,68,65,97,94,1494,High
800,110,442,799,0,False,5,False,4,7,94,68,72,99,83,53,83,1809,High
801,270,146,800,1,False,4,True,14,6,67,100,77,85,73,95,86,1555,High
802,102,122,801,1,False,1,True,29,5,92,63,99,77,82,88,72,1533,High
803,136,443,802,1,True,3,False,20,11,76,75,60,77,71,70,88,1798,High
804,270,444,803,1,False,3,True,24,5,86,75,96,62,81,91,84,1856,High
805,244,324,804,1,False,3,True,27,5,94,94,86,62,73,90,75,1739,High
806,85,127,805,1,False,3,False,31,5,100,85,62,62,89,65,67,1502,High
807,248,445,806,1,False,4,False,27,0,74,84,71,93,65,98,61,1829,High
808,4,12,807,0,False,2,False,23,4,99,98,70,73,63,62,88,1401,High
809,320,13,808,1,False,10,False,0,7,66,97,72,98,86,86,63,1407,High
810,321,8,809,1,False,2,False,35,8,99,96,100,95,90,95,88,1526,High
811,124,193,810,0,False,1,True,33,4,97,76,99,85,98,62,97,1656,High
812,60,44,811,0,False,5,True,11,9,81,71,76,95,99,85,71,1459,High
813,2,150,812,1,False,9,False,10,9,95,88,62,85,82,94,73,1570,High
814,322,88,813,0,True,6,False,3,7,55,69,53,75,86,95,61,1412,High
815,26,162,814,0,False,3,False,5,16,50,62,97,90,93,75,80,1547,High
816,26,146,815,0,False,5,False,34,5,98,84,90,83,84,61,99,1604,High
817,50,446,816,1,False,7,False,15,11,88,67,71,85,68,88,67,1830,High
818,272,447,817,1,False,1,False,20,5,87,99,92,85,62,69,67,1852,High
819,61,72,818,0,False,1,False,3,2,73,74,94,76,97,86,85,1481,High
820,60,170,819,0,True,2,True,2,7,46,71,60,50,85,69,62,1445,High
821,122,448,820,1,False,1,False,27,9,88,82,90,94,99,78,65,1902,High
822,71,449,821,0,True,0,False,29,5,95,62,68,64,71,87,60,1812,High
823,178,450,822,1,False,1,True,2,3,73,71,60,70,78,72,78,1782,High
824,323,227,823,1,False,5,False,9,12,70,88,100,91,98,68,81,1673,High
825,33,45,824,0,False,7,False,14,13,84,100,99,94,84,86,63,1513,High
826,324,451,825,0,False,8,False,25,1,88,60,87,90,87,86,62,1870,High
827,80,153,826,0,False,1,True,9,4,66,65,82,96,87,87,63,1540,High
828,167,452,827,0,True,9,False,2,7,46,54,93,57,99,59,73,1779,High
829,76,453,828,0,False,5,False,31,0,71,92,60,73,74,86,94,1867,High
830,36,113,829,0,False,5,False,3,12,76,77,99,87,95,94,85,1575,High
831,23,454,830,1,False,5,False,12,12,78,95,66,70,75,99,84,1881,High
832,222,299,831,0,False,5,False,5,7,100,54,70,58,50,95,92,1666,High
833,55,455,832,1,False,10,False,11,2,73,97,87,93,78,99,86,1924,High
834,71,81,833,0,False,2,False,4,14,96,63,85,77,82,65,88,1490,High
835,261,456,834,0,False,2,False,25,4,82,84,93,70,99,66,80,1895,High
836,93,457,835,0,False,1,False,33,4,81,91,71,79,98,69,75,1894,High
837,325,194,836,0,True,1,False,24,4,97,80,67,71,75,96,100,1646,High
838,270,458,837,1,False,3,False,0,3,92,65,95,60,93,69,82,1858,High
839,93,125,838,0,True,6,False,0,7,81,77,92,97,62,65,92,1543,High
840,269,405,839,1,False,2,False,3,2,99,69,71,84,96,84,69,1824,High
841,168,149,840,0,False,2,False,26,0,97,100,87,90,96,86,93,1666,High
842,40,41,841,0,False,7,False,31,13,80,87,94,68,89,82,76,1509,High
843,50,225,842,1,False,4,False,20,5,88,62,91,83,97,83,63,1664,High
844,21,440,843,1,False,1,False,9,4,95,72,99,67,83,78,65,1857,High
845,237,459,844,1,False,10,True,15,5,90,81,69,70,95,97,62,1899,High
846,152,460,845,0,False,10,False,1,7,77,89,50,82,71,78,70,1840,High
847,74,238,846,0,True,1,True,4,7,82,69,91,95,82,85,60,1662,High
848,110,461,847,0,False,3,True,2,16,90,74,88,97,88,73,66,1906,High
849,178,152,848,1,False,5,False,32,5,94,90,81,82,100,82,98,1670,High
850,326,37,849,0,True,7,False,2,7,87,84,76,87,65,80,72,1454,High
851,102,24,850,1,True,1,False,2,14,86,66,88,98,68,79,77,1455,High
852,159,129,851,1,False,6,False,19,9,84,85,83,69,82,91,69,1578,High
853,71,318,852,0,False,4,False,12,11,86,63,85,64,98,97,86,1776,High
854,75,153,853,0,False,10,False,5,7,70,66,98,96,64,65,91,1578,High
855,32,83,854,1,False,4,False,22,11,87,94,72,93,44,92,83,1540,High
856,167,172,855,0,True,7,False,1,7,47,78,75,62,61,55,93,1514,High
857,86,43,856,0,False,0,False,21,5,96,63,77,93,61,86,83,1484,High
858,165,462,857,1,True,4,False,5,7,54,93,96,59,84,79,93,1895,High
859,42,463,858,1,False,3,True,5,16,59,100,64,68,86,89,91,1904,High
860,216,127,859,1,False,2,False,8,4,92,99,93,82,97,70,79,1613,High
861,34,238,860,0,False,4,False,25,5,100,62,78,74,72,73,78,1669,High
862,56,181,861,0,False,5,False,34,8,92,81,84,84,84,66,74,1654,High
863,4,135,862,0,False,3,False,0,16,75,66,91,73,100,94,67,1582,High
864,254,464,863,1,False,0,False,34,5,93,74,63,97,64,61,92,1911,High
865,327,465,864,0,False,2,False,31,0,100,96,67,63,91,96,84,1959,High
866,134,393,865,1,True,7,False,1,7,80,84,67,96,88,94,86,1870,High
867,237,153,866,1,False,1,True,28,0,100,92,66,96,76,88,77,1645,High
868,30,428,867,0,True,4,False,5,7,52,65,74,71,63,59,67,1763,High
869,27,466,868,1,False,1,False,26,5,95,69,91,67,67,70,71,1897,High
870,262,46,869,0,False,1,False,21,4,100,67,100,65,67,92,67,1499,High
871,6,376,870,0,False,4,False,22,5,96,73,90,84,64,75,62,1821,High
872,182,72,871,1,False,3,False,30,4,60,67,94,74,71,98,74,1519,High
873,11,131,872,1,True,7,False,2,7,51,98,90,54,77,80,71,1542,High
874,40,88,873,0,False,5,False,24,5,85,100,93,64,81,78,64,1560,High
875,193,6,874,0,False,10,False,15,11,76,86,68,83,82,67,69,1447,High
876,149,13,875,0,False,1,False,24,5,92,63,87,92,81,78,74,1485,High
877,106,66,876,0,False,5,False,3,2,90,89,95,73,79,98,68,1544,High
878,56,358,877,0,True,6,True,4,7,73,53,68,60,95,96,99,1798,High
879,51,467,878,1,False,5,False,42,1,90,89,92,93,97,92,100,2047,High
880,230,468,879,1,False,6,False,24,11,87,87,86,91,90,75,79,1984,High
881,102,50,880,1,False,1,False,0,16,93,96,70,92,65,90,84,1538,High
882,238,345,881,1,False,3,False,4,16,75,91,68,86,81,72,89,1812,High
883,203,246,882,1,False,3,False,25,5,96,100,99,82,79,95,89,1802,High
884,328,142,883,1,True,1,True,1,3,63,75,68,63,63,73,79,1517,High
885,261,120,884,0,False,5,False,35,0,85,90,89,98,100,97,95,1698,High
886,268,469,885,0,False,7,False,20,5,93,61,65,77,97,90,90,1959,High
887,203,470,886,1,False,7,False,11,4,60,92,82,65,82,91,67,1918,High
888,36,345,887,0,True,3,False,21,4,95,91,63,83,75,73,74,1815,High
889,103,307,888,0,True,9,False,1,7,61,73,76,51,76,50,77,1677,High
890,122,471,889,1,False,3,False,15,5,97,81,65,70,62,96,75,1930,High
891,124,472,890,0,False,1,False,33,5,90,64,91,93,86,91,97,2013,High
892,46,43,891,1,True,10,False,4,7,90,100,80,66,63,69,66,1491,High
893,93,6,892,0,False,2,True,24,5,85,74,68,68,75,78,95,1473,High
894,42,6,893,1,False,1,False,13,9,82,87,98,73,74,89,66,1492,High
895,192,382,894,0,True,6,False,5,7,95,88,66,72,92,52,70,1830,High
896,149,473,895,0,False,1,True,12,2,95,96,66,68,90,91,99,1989,High
897,33,211,896,0,False,4,True,8,16,81,90,71,97,81,86,73,1715,High
898,174,43,897,1,False,2,False,8,6,62,69,99,95,73,79,83,1517,High
899,145,37,898,0,False,5,False,8,16,95,92,89,64,77,80,66,1527,High
900,79,66,899,1,True,4,True,0,7,64,62,51,85,74,91,93,1499,High
901,12,66,900,1,False,5,False,14,12,96,67,88,82,90,74,96,1591,High
902,29,474,901,1,True,4,True,3,7,40,58,57,68,57,99,95,1866,High
903,74,152,902,0,False,2,False,19,15,87,80,84,65,91,84,65,1646,High
904,167,159,903,0,False,4,False,29,4,74,95,82,61,70,88,92,1661,High
905,329,475,904,1,True,7,True,0,7,51,56,64,85,91,78,97,1918,High
906,74,177,905,0,False,7,False,5,16,57,74,98,93,63,70,67,1632,High
907,252,476,906,1,False,6,False,4,7,84,54,52,52,65,54,69,1830,High
908,102,457,907,1,False,7,False,1,7,84,83,71,98,93,95,99,2003,High
909,330,477,908,0,False,8,True,12,15,100,84,73,96,97,85,63,2019,High
910,226,478,909,1,False,3,False,27,5,90,91,88,95,98,99,71,2055,High
911,50,99,910,1,False,4,True,12,9,97,77,66,93,99,78,91,1637,High
912,331,479,911,0,False,3,False,21,9,77,93,69,75,88,81,89,1995,High
913,332,480,912,1,False,9,False,15,6,82,61,79,84,73,95,85,1982,High
914,13,480,913,1,False,3,False,26,5,89,68,83,88,69,79,74,1978,High
915,155,181,914,1,True,10,False,3,7,43,83,58,89,87,78,86,1641,High
916,333,195,915,1,False,1,False,31,0,86,85,66,94,62,86,92,1714,High
917,326,229,916,0,False,9,False,31,8,92,74,95,97,87,78,68,1784,High
918,334,481,917,0,False,3,False,3,4,71,70,60,84,87,87,64,1931,High
919,335,120,918,1,False,8,False,16,5,92,81,71,97,96,72,63,1640,High
920,34,482,919,0,False,5,False,29,0,77,92,65,62,76,84,100,1991,High
921,110,88,920,0,False,4,False,31,5,90,62,87,63,77,71,68,1566,High
922,124,196,921,0,False,1,False,46,1,91,85,98,96,98,96,93,1822,High
923,336,395,922,1,False,1,False,24,5,88,72,96,97,71,60,61,1893,High
924,299,176,923,1,False,2,False,2,16,98,73,85,78,61,74,96,1685,High
925,40,64,924,0,True,10,False,2,7,87,60,67,88,99,56,92,1557,High
926,203,103,925,1,False,3,False,9,6,66,64,82,82,72,96,100,1609,High
927,99,70,926,1,True,7,False,0,7,83,98,51,72,90,59,73,1538,High
928,70,179,927,0,False,8,False,4,7,40,94,90,68,61,77,92,1647,High
929,215,390,928,1,False,6,False,4,7,43,90,78,63,68,63,72,1813,High
930,322,483,929,0,False,4,False,34,5,100,97,74,74,82,75,69,2026,High
931,30,302,930,0,False,2,False,34,4,93,70,74,78,94,75,96,1852,High
932,34,437,931,0,False,5,False,32,5,98,86,82,72,79,93,94,2014,High
933,129,227,932,1,True,4,False,23,5,90,95,73,81,81,62,81,1756,High
934,80,277,933,0,False,2,True,20,5,90,77,86,91,76,78,62,1798,High
935,136,307,934,1,False,1,False,5,3,68,67,65,68,63,97,63,1742,High
936,102,206,935,1,False,5,True,15,5,91,60,98,77,72,74,63,1703,High
937,337,277,936,0,False,3,False,21,12,87,74,92,67,85,63,87,1804,High
938,75,46,937,0,False,1,False,30,5,91,90,88,92,75,98,91,1644,High
939,338,484,938,0,False,3,True,15,11,98,72,87,74,100,84,85,2052,High
940,202,485,939,0,False,6,True,18,9,85,74,79,82,71,87,67,2003,High
941,244,486,940,1,True,10,False,4,7,40,97,71,70,73,81,85,1966,High
942,24,209,941,0,False,3,False,24,11,76,75,76,67,60,77,100,1719,High
943,76,22,942,0,False,3,False,15,9,89,76,84,93,64,86,95,1578,High
944,87,83,943,1,False,3,False,2,3,76,73,74,73,81,87,84,1583,High
945,50,177,944,1,False,6,False,14,5,91,61,100,88,73,84,100,1744,High
946,231,6,945,0,False,1,False,5,7,55,58,96,88,99,98,71,1529,High
947,151,487,946,1,False,5,False,0,16,93,88,76,73,67,88,76,2016,High
948,99,459,947,1,False,1,False,10,16,84,68,60,86,90,84,81,1987,High
949,84,488,948,1,True,5,False,2,7,62,65,98,52,66,94,82,1971,High
950,256,489,949,0,False,3,False,30,0,80,81,75,72,71,84,87,2021,High
951,1,36,950,1,False,7,False,28,1,93,84,85,94,95,74,83,1631,High
952,65,490,951,1,False,0,True,29,0,92,82,63,61,66,84,98,2018,High
953,226,491,952,1,False,0,False,35,5,87,89,91,89,93,92,95,2120,High
954,51,492,953,1,False,1,False,12,9,83,69,93,60,98,83,88,2042,High
955,235,443,954,0,True,3,False,32,15,95,75,87,67,96,86,85,2039,High
956,108,121,955,0,False,2,False,27,11,79,65,92,67,78,66,98,1661,High
957,241,493,956,1,False,4,False,25,4,87,68,84,92,96,88,60,2058,High
958,339,312,957,0,False,10,False,11,4,94,92,76,74,65,96,87,1878,High
959,340,98,958,0,False,3,False,2,14,82,77,95,81,83,73,76,1642,High
960,21,152,959,1,False,2,False,24,9,90,98,89,78,74,93,65,1734,High
961,146,478,960,1,False,4,False,16,11,100,68,62,76,72,94,89,2031,High
962,262,417,961,0,False,7,True,1,3,98,85,75,66,73,88,85,1960,High
963,340,28,962,0,False,0,False,2,14,80,84,94,63,62,72,68,1529,High
964,341,494,963,1,False,1,False,35,10,89,91,96,100,95,93,86,2154,High
965,13,105,964,1,False,0,False,5,4,96,67,74,90,75,95,83,1659,High
966,182,289,965,1,False,4,False,14,11,94,82,80,80,33,93,78,1824,High
967,92,65,966,1,False,2,False,26,4,64,65,97,96,80,80,78,1624,High
968,342,200,967,0,False,3,False,41,1,89,89,100,96,96,85,92,1859,High
969,50,495,968,1,False,2,True,6,4,97,78,99,88,69,98,60,2066,High
970,231,137,969,0,False,3,False,35,5,91,97,87,93,94,90,88,1789,High
971,93,28,970,0,False,0,True,30,13,96,98,99,65,95,76,68,1639,High
972,192,468,971,0,False,2,True,12,9,81,68,97,86,90,78,80,2043,High
973,50,274,972,1,False,2,False,29,5,87,89,61,66,72,90,61,1809,High
974,343,396,973,1,True,9,True,4,7,67,56,77,93,95,50,74,1904,High
975,51,341,974,1,True,2,False,0,3,100,95,60,89,77,89,67,1899,High
976,184,28,975,0,False,3,False,17,5,88,74,60,60,78,94,69,1551,High
977,12,210,976,1,False,1,True,20,5,86,64,100,76,99,77,86,1802,High
978,99,153,977,1,False,2,False,35,8,85,87,90,88,87,97,100,1810,High
979,257,344,978,0,False,2,False,26,5,93,95,80,88,83,62,65,1921,High
980,304,496,979,1,False,3,True,24,4,80,66,77,81,99,99,83,2093,High
981,249,406,980,1,True,6,False,0,7,56,67,57,79,87,89,89,1925,High
982,124,274,981,0,False,7,False,32,13,87,62,84,96,69,98,64,1867,High
983,262,360,982,0,False,4,True,4,16,97,85,96,61,97,79,70,1952,High
984,231,304,983,0,False,3,False,34,8,86,67,98,86,86,83,89,1927,High
985,135,88,984,1,True,3,False,29,5,97,85,81,71,62,62,82,1651,High
986,209,218,985,0,False,2,True,35,4,91,94,97,97,100,88,99,1911,High
987,282,468,986,1,False,5,False,23,5,86,64,96,84,86,96,92,2092,High
988,247,37,987,0,True,8,False,5,7,90,97,54,59,82,76,72,1575,High
989,13,116,988,1,False,0,False,1,14,95,87,87,84,95,84,65,1717,High
990,344,75,989,0,False,1,False,31,9,90,100,76,76,84,79,84,1694,High
991,78,70,990,1,False,1,True,14,4,66,68,87,70,77,76,89,1614,High
992,40,341,991,0,False,6,False,3,7,81,92,72,91,67,71,88,1910,High
993,70,162,992,0,True,2,False,18,5,85,99,86,69,68,98,62,1747,High
994,345,99,993,0,False,1,True,47,1,94,90,95,85,98,91,96,1791,High
995,165,28,994,1,False,2,False,4,14,81,71,83,63,80,79,83,1583,High
996,58,43,995,0,True,1,True,32,5,97,87,95,67,98,93,89,1704,High
997,76,44,996,0,False,3,True,20,11,100,79,72,98,87,76,76,1663,High
998,229,297,997,1,True,6,False,3,7,54,64,72,80,98,83,85,1848,High
999,346,103,998,0,True,5,False,19,5,97,87,70,74,73,74,81,1687,High
1000,72,180,999,0,False,1,True,5,16,65,83,67,84,89,65,73,1728,High
1001,191,6,1000,0,False,10,True,0,7,53,51,57,72,77,78,79,1491,High
1002,203,24,1001,1,False,10,True,9,16,82,74,80,88,92,96,95,1669,High
1003,129,497,1002,1,False,10,False,4,7,93,90,79,54,53,99,79,2068,High
1004,267,498,1003,0,False,3,False,22,5,93,90,73,94,81,84,74,2120,High
1005,347,88,1004,1,False,9,False,3,7,91,95,88,89,58,81,69,1683,High
1006,12,289,1005,1,False,3,False,33,8,99,91,85,100,84,77,98,1973,High
1007,280,470,1006,0,False,0,False,13,13,87,63,81,85,62,98,81,2059,High
1008,219,499,1007,0,False,0,False,19,4,83,79,91,62,63,76,93,2076,High
1009,307,98,1008,1,False,2,True,10,16,59,73,90,74,95,77,81,1685,High
1010,348,395,1009,1,True,2,False,29,4,74,68,71,60,97,64,63,1938,High
1011,56,21,1010,0,False,3,True,31,0,81,98,71,92,74,93,63,1638,High
1012,349,34,1011,0,False,3,True,3,14,80,92,85,81,94,75,72,1645,High
1013,118,125,1012,1,False,0,True,29,9,89,66,72,77,79,95,92,1747,High
1014,350,354,1013,0,True,3,False,34,4,65,78,82,65,100,92,64,1955,High
1015,294,6,1014,0,True,10,False,4,7,94,61,60,77,75,93,60,1562,High
1016,318,61,1015,0,False,3,False,34,12,93,70,80,67,77,80,91,1683,High
1017,149,500,1016,0,False,2,False,30,5,90,69,91,84,65,86,93,2131,High
1018,165,168,1017,1,False,3,False,18,4,67,60,87,73,92,82,70,1742,High
1019,60,153,1018,0,False,3,False,32,11,81,91,73,72,49,81,72,1736,High
1020,74,501,1019,0,False,1,False,31,5,95,71,88,96,82,65,80,2134,High
1021,34,502,1020,0,False,10,False,0,7,67,50,93,86,66,73,85,2059,High
1022,274,503,1021,0,False,7,False,3,14,83,69,99,88,87,81,68,2123,High
1023,165,504,1022,1,False,3,True,5,3,87,96,67,64,67,81,90,2091,High
1024,52,277,1023,0,False,3,True,24,13,82,71,84,68,74,64,73,1857,High
1025,270,505,1024,1,False,4,False,27,11,97,87,65,90,66,84,75,2136,High
1026,308,190,1025,0,False,1,True,21,5,88,67,77,89,97,70,71,1802,High
1027,95,115,1026,1,False,4,False,32,9,91,94,81,61,61,82,73,1730,High
1028,351,300,1027,1,True,7,False,5,7,77,60,83,65,81,80,88,1882,High
1029,63,285,1028,1,False,7,False,7,4,94,65,96,77,83,75,98,1920,High
1030,292,137,1029,0,True,8,False,1,7,100,82,91,82,70,51,77,1736,High
1031,140,506,1030,1,False,3,False,22,9,96,75,79,72,69,94,64,2120,High
1032,264,12,1031,0,False,5,True,15,11,75,64,76,65,44,80,91,1570,High
1033,124,178,1032,0,False,1,False,12,2,94,84,85,63,67,89,66,1773,High
1034,149,404,1033,0,False,3,True,21,4,89,100,89,65,91,83,61,2044,High
1035,110,507,1034,0,True,5,False,24,15,100,80,74,87,77,95,92,2191,High
1036,153,276,1035,1,False,7,False,18,11,94,97,61,67,77,88,70,1902,High
1037,146,48,1036,1,False,6,False,4,2,78,78,100,87,98,80,98,1716,High
1038,34,60,1037,0,True,6,False,5,7,65,71,88,57,75,62,62,1596,High
1039,165,52,1038,1,True,7,False,32,10,68,81,72,76,93,94,97,1722,High
1040,81,508,1039,0,False,8,True,0,3,93,78,98,76,86,89,92,2171,High
1041,352,343,1040,1,False,2,False,34,8,100,64,95,83,83,94,83,2030,High
1042,79,77,1041,1,False,5,False,28,0,85,99,64,78,63,95,91,1727,High
1043,40,110,1042,0,True,1,True,30,1,80,93,82,89,94,95,70,1789,High
1044,36,417,1043,0,False,8,False,31,0,97,80,60,98,86,83,75,2078,High
1045,353,509,1044,0,False,3,True,33,5,85,90,100,84,95,77,62,2188,High
1046,282,145,1045,1,False,2,False,28,9,87,76,87,98,61,92,81,1812,High
1047,232,187,1046,0,False,2,False,31,9,79,70,82,63,90,89,96,1844,High
1048,34,238,1047,0,True,3,False,7,2,87,86,73,88,98,71,85,1886,High
1049,354,328,1048,1,False,6,False,28,0,72,88,62,60,97,86,64,1940,High
1050,97,3,1049,1,False,4,True,44,1,89,99,93,99,87,89,98,1757,High
1051,68,37,1050,1,True,0,False,13,4,62,88,87,90,84,88,95,1700,High
1052,26,304,1051,0,False,2,False,15,9,93,84,86,82,62,87,84,1959,High
1053,246,510,1052,1,False,3,False,16,11,75,97,97,83,74,74,74,2167,High
1054,355,228,1053,1,False,1,False,18,9,75,66,61,69,68,96,63,1808,High
1055,122,500,1054,1,False,1,False,28,4,88,93,92,70,90,94,85,2200,High
1056,182,274,1055,1,False,5,False,29,0,86,95,95,72,72,80,65,1929,High
1057,356,140,1056,1,False,8,False,30,0,86,98,97,75,83,95,80,1849,High
1058,18,127,1057,1,False,1,True,32,5,99,95,88,68,91,62,75,1802,High
1059,244,111,1058,1,False,0,False,19,5,95,85,76,96,68,74,93,1781,High
1060,122,511,1059,1,False,2,False,18,5,92,72,61,93,86,97,79,2176,High
1061,99,125,1060,1,False,5,False,23,1,88,91,96,99,85,62,86,1822,High
1062,76,3,1061,0,False,7,False,16,9,92,60,76,61,94,93,94,1666,High
1063,243,512,1062,1,True,8,False,1,7,70,70,75,83,60,86,62,2098,High
1064,71,414,1063,0,True,1,False,35,8,85,90,98,92,89,88,95,2159,High
1065,235,513,1064,0,False,3,False,32,4,79,78,69,80,72,71,88,2153,High
1066,195,514,1065,0,False,0,False,31,4,60,88,75,94,87,82,79,2179,High
1067,41,256,1066,0,False,10,False,0,7,63,86,89,87,67,73,80,1884,High
